Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4887400,0.134%
LRC,0.3408000,0.3381200,0.789%
ZEC,36.7600000,36.5800000,0.490%
BSV,33.8900000,33.7950000,0.280%
INJ,6.5750000,6.5329000,0.642%
CRV,0.9257000,0.9219000,0.411%
CHZ,0.1213040,0.1200900,1.005%
SAND,0.5870000,0.5830000,0.683%
AXS,7.8500000,7.7850000,0.831%
XTZ,1.0052000,1.0041000,0.109%
EGLD,38.7600000,38.6530000,0.276%
WOO,0.2597800,0.2572200,0.990%
