Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4892900,0.124%
LRC,0.3406000,0.3387100,0.556%
ZEC,36.7600000,36.6300000,0.354%
BSV,39.1600000,33.8370000,14.58%
INJ,6.5960000,6.5529000,0.655%
CRV,0.9269000,0.9256000,0.140%
CHZ,0.1213040,0.1202800,0.847%
SAND,0.5872000,0.5839000,0.563%
AXS,7.8400000,7.8030000,0.473%
XTZ,1.0059000,1.0018000,0.408%
EGLD,38.8000000,38.7410000,0.152%
WOO,0.2605900,0.2586000,0.766%
