Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883100,0.120%
LRC,0.3407000,0.3384600,0.659%
ZEC,36.7800000,36.6200000,0.435%
BSV,33.9100000,33.8220000,0.259%
INJ,6.6030000,6.5591000,0.667%
CRV,0.9249000,0.9227000,0.238%
CHZ,0.1213040,0.1201600,0.947%
SAND,0.5877000,0.5836000,0.700%
AXS,7.8400000,7.7980000,0.537%
XTZ,1.0041000,1.0019000,0.219%
EGLD,38.8000000,38.7370000,0.162%
WOO,0.2606900,0.2583100,0.917%
