Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4884700,0.108%
LRC,0.3408000,0.3381900,0.768%
ZEC,36.7500000,36.5800000,0.463%
BSV,39.1800000,33.8010000,14.74%
INJ,6.5830000,6.5376000,0.692%
CRV,0.9240000,0.9222000,0.194%
CHZ,0.1213040,0.1201000,0.997%
SAND,0.5870000,0.5835000,0.598%
AXS,7.8500000,7.7870000,0.805%
XTZ,1.0041000,1.0030000,0.109%
EGLD,38.7400000,38.6870000,0.136%
WOO,0.2597800,0.2576600,0.819%
