Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4881200,0.159%
LRC,0.3409000,0.3385400,0.694%
ZEC,36.7600000,36.6200000,0.381%
BSV,33.9200000,33.8360000,0.247%
INJ,6.6000000,6.5516000,0.736%
CRV,0.9258000,0.9238000,0.216%
CHZ,0.1213040,0.1202100,0.905%
SAND,0.5872000,0.5832000,0.683%
AXS,7.8400000,7.7850000,0.703%
XTZ,1.0041000,1.0018000,0.229%
EGLD,38.8200000,38.7310000,0.229%
WOO,0.2625000,0.2605400,0.749%
