Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4879200,0.200%
LRC,0.3403000,0.3379300,0.698%
ZEC,36.7500000,36.5500000,0.545%
BSV,33.8800000,33.7760000,0.307%
INJ,6.5790000,6.5357000,0.660%
CRV,0.9259000,0.9234000,0.270%
CHZ,0.1215040,0.1200400,1.212%
SAND,0.5872000,0.5828000,0.752%
AXS,7.8400000,7.7840000,0.716%
XTZ,1.0042000,1.0019000,0.229%
EGLD,38.7400000,38.6630000,0.198%
WOO,0.2596800,0.2572700,0.932%
