Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4882700,0.128%
LRC,0.3405000,0.3381600,0.689%
ZEC,36.7500000,36.5900000,0.436%
BSV,33.8900000,33.7950000,0.280%
INJ,6.5700000,6.5282000,0.638%
CRV,0.9268000,0.9253000,0.161%
CHZ,0.1211030,0.1200600,0.864%
SAND,0.5874000,0.5836000,0.649%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0052000,1.0037000,0.149%
EGLD,38.7200000,38.6620000,0.149%
WOO,0.2589300,0.2568500,0.806%
