Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4889600,0.192%
LRC,0.3411000,0.3396100,0.437%
ZEC,36.8500000,36.7000000,0.407%
BSV,33.9700000,33.8750000,0.280%
INJ,6.6370000,6.5869000,0.757%
CRV,0.9278000,0.9263000,0.161%
CHZ,0.1214030,0.1204300,0.804%
SAND,0.5884000,0.5844000,0.682%
AXS,7.8400000,7.8070000,0.421%
XTZ,1.0073000,1.0055000,0.178%
EGLD,38.9000000,38.7820000,0.303%
WOO,0.2636600,0.2617300,0.734%
