Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893000,0.102%
LRC,0.3418000,0.3393400,0.722%
ZEC,36.8800000,36.7200000,0.434%
BSV,39.1200000,33.9200000,14.23%
INJ,6.6120000,6.5675000,0.675%
CRV,0.9285000,0.9260000,0.269%
CHZ,0.1215040,0.1205200,0.813%
SAND,0.5886000,0.5846000,0.681%
AXS,7.8500000,7.8080000,0.536%
XTZ,1.0071000,1.0055000,0.158%
EGLD,38.8900000,38.8010000,0.229%
WOO,0.2644100,0.2618800,0.961%
