Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4885300,0.075%
LRC,0.3398000,0.3381300,0.492%
ZEC,36.7600000,36.6000000,0.436%
BSV,33.9100000,33.8160000,0.277%
INJ,6.5650000,6.5216000,0.663%
CRV,0.9278000,0.9260000,0.194%
CHZ,0.1211030,0.1201800,0.765%
SAND,0.5874000,0.5837000,0.631%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0052000,1.0034000,0.179%
EGLD,38.7100000,38.6440000,0.170%
WOO,0.2589300,0.2574500,0.573%
