Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4891300,0.157%
LRC,0.3413000,0.3386700,0.773%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9400000,33.8550000,0.250%
INJ,6.5980000,6.5406000,0.873%
CRV,0.9278000,0.9256000,0.237%
CHZ,0.1213040,0.1202600,0.864%
SAND,0.5886000,0.5844000,0.716%
AXS,7.8700000,7.8030000,0.854%
XTZ,1.0062000,1.0040000,0.218%
EGLD,38.8200000,38.7260000,0.242%
WOO,0.2597800,0.2578100,0.761%
