Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893600,0.089%
LRC,0.3418000,0.3397400,0.604%
ZEC,36.8500000,36.7200000,0.353%
BSV,39.1400000,33.9090000,14.32%
INJ,6.6280000,6.5846000,0.656%
CRV,0.9288000,0.9275000,0.140%
CHZ,0.1214030,0.1205500,0.705%
SAND,0.5882000,0.5848000,0.579%
AXS,7.8400000,7.8120000,0.357%
XTZ,1.0078000,1.0056000,0.218%
EGLD,38.9000000,38.8240000,0.195%
WOO,0.2643100,0.2618600,0.931%
