Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4882300,0.137%
LRC,0.3406000,0.3382200,0.701%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.0900000,33.7960000,14.52%
INJ,6.5910000,6.5367000,0.827%
CRV,0.9266000,0.9239000,0.291%
CHZ,0.1213040,0.1201400,0.964%
SAND,0.5873000,0.5832000,0.700%
AXS,7.8400000,7.7930000,0.601%
XTZ,1.0051000,1.0020000,0.308%
EGLD,38.7700000,38.7150000,0.141%
WOO,0.2596800,0.2575600,0.819%
