Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4891100,0.161%
LRC,0.3406000,0.3387400,0.547%
ZEC,36.7600000,36.6300000,0.354%
BSV,33.9300000,33.8420000,0.259%
INJ,6.5980000,6.5514000,0.708%
CRV,0.9279000,0.9256000,0.248%
CHZ,0.1213040,0.1203300,0.806%
SAND,0.5876000,0.5839000,0.631%
AXS,7.8400000,7.8040000,0.460%
XTZ,1.0059000,1.0027000,0.318%
EGLD,38.8300000,38.7500000,0.206%
WOO,0.2605900,0.2582900,0.886%
