Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4889400,0.196%
LRC,0.3406000,0.3384900,0.621%
ZEC,36.7600000,36.6000000,0.436%
BSV,33.9300000,33.8340000,0.283%
INJ,6.5940000,6.5474000,0.709%
CRV,0.9268000,0.9245000,0.248%
CHZ,0.1213040,0.1202100,0.905%
SAND,0.5872000,0.5837000,0.597%
AXS,7.8400000,7.7990000,0.524%
XTZ,1.0051000,1.0034000,0.169%
EGLD,38.7700000,38.6920000,0.201%
WOO,0.2605900,0.2583400,0.867%
