Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4892900,0.145%
LRC,0.3405000,0.3385100,0.586%
ZEC,36.7600000,36.6000000,0.436%
BSV,33.9200000,33.8280000,0.271%
INJ,6.5830000,6.5434000,0.603%
CRV,0.9258000,0.9244000,0.151%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5872000,0.5832000,0.683%
AXS,7.8700000,7.7910000,1.008%
XTZ,1.0052000,1.0031000,0.209%
EGLD,38.7800000,38.7260000,0.139%
WOO,0.2597800,0.2573100,0.955%
