Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4891000,0.4882200,0.180%
LRC,0.3398000,0.3377100,0.616%
ZEC,36.7400000,36.5700000,0.463%
BSV,33.9100000,33.8110000,0.292%
INJ,6.5640000,6.5203000,0.667%
CRV,0.9269000,0.9252000,0.183%
CHZ,0.1213040,0.1200900,1.005%
SAND,0.5873000,0.5834000,0.666%
AXS,7.8700000,7.7890000,1.034%
XTZ,1.0060000,1.0027000,0.328%
EGLD,38.7500000,38.6630000,0.224%
WOO,0.2589300,0.2567400,0.849%
