Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883000,0.122%
LRC,0.3403000,0.3379900,0.681%
ZEC,36.7600000,36.5900000,0.463%
BSV,39.1700000,33.8100000,14.68%
INJ,6.5680000,6.5206000,0.724%
CRV,0.9278000,0.9261000,0.183%
CHZ,0.1211030,0.1201500,0.790%
SAND,0.5874000,0.5838000,0.614%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0053000,1.0027000,0.258%
EGLD,38.7200000,38.6700000,0.129%
WOO,0.2589300,0.2570600,0.724%
