Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4885300,0.075%
LRC,0.3404000,0.3381700,0.657%
ZEC,36.7600000,36.6000000,0.436%
BSV,39.1700000,33.8110000,14.68%
INJ,6.5650000,6.5223000,0.652%
CRV,0.9278000,0.9260000,0.194%
CHZ,0.1211030,0.1201800,0.765%
SAND,0.5874000,0.5837000,0.631%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0051000,1.0034000,0.169%
EGLD,38.7300000,38.6630000,0.173%
WOO,0.2589300,0.2570200,0.740%
