Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4881000,0.4876400,0.094%
LRC,0.3403000,0.3381800,0.624%
ZEC,36.7500000,36.5800000,0.463%
BSV,33.8800000,33.8000000,0.236%
INJ,6.5810000,6.5383000,0.650%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1201000,1.162%
SAND,0.5871000,0.5831000,0.683%
AXS,7.8400000,7.7890000,0.652%
XTZ,1.0042000,1.0019000,0.229%
EGLD,38.7700000,38.7060000,0.165%
WOO,0.2596800,0.2581600,0.587%
