Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4895500,0.051%
LRC,0.3419000,0.3397800,0.621%
ZEC,36.8500000,36.7300000,0.326%
BSV,39.1300000,33.9290000,14.23%
INJ,6.6270000,6.5874000,0.599%
CRV,0.9298000,0.9274000,0.258%
CHZ,0.1214030,0.1205600,0.696%
SAND,0.5881000,0.5848000,0.562%
AXS,7.8400000,7.8180000,0.281%
XTZ,1.0083000,1.0056000,0.268%
EGLD,38.8800000,38.8380000,0.108%
WOO,0.2642600,0.2628400,0.538%
