Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4890000,0.4881200,0.180%
LRC,0.3403000,0.3383200,0.583%
ZEC,36.7500000,36.5900000,0.436%
BSV,39.1200000,33.8180000,14.53%
INJ,6.5860000,6.5450000,0.624%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1215040,0.1201600,1.112%
SAND,0.5871000,0.5837000,0.580%
AXS,7.8400000,7.7900000,0.639%
XTZ,1.0042000,1.0019000,0.229%
EGLD,38.7700000,38.7180000,0.134%
WOO,0.2596800,0.2582500,0.552%
