Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4892400,0.134%
LRC,0.3404000,0.3381100,0.675%
ZEC,36.8000000,36.6300000,0.463%
BSV,39.1800000,33.8550000,14.58%
INJ,6.5770000,6.5341000,0.654%
CRV,0.9280000,0.9261000,0.204%
CHZ,0.1214040,0.1202400,0.963%
SAND,0.5885000,0.5845000,0.682%
AXS,7.8700000,7.8040000,0.842%
XTZ,1.0072000,1.0051000,0.208%
EGLD,38.7800000,38.7290000,0.131%
WOO,0.2605400,0.2577400,1.080%
