Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4884500,0.092%
LRC,0.3407000,0.3386100,0.615%
ZEC,36.7600000,36.6300000,0.354%
BSV,39.1100000,33.8360000,14.46%
INJ,6.5980000,6.5505000,0.722%
CRV,0.9297000,0.9246000,0.550%
CHZ,0.1213040,0.1202200,0.897%
SAND,0.5876000,0.5837000,0.665%
AXS,7.8400000,7.7850000,0.703%
XTZ,1.0041000,1.0018000,0.229%
EGLD,38.8300000,38.7560000,0.190%
WOO,0.2615600,0.2605100,0.402%
