Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4893300,0.116%
LRC,0.3410000,0.3388700,0.626%
ZEC,36.7500000,36.6400000,0.299%
BSV,39.1400000,33.8640000,14.45%
INJ,6.6010000,6.5520000,0.745%
CRV,0.9278000,0.9263000,0.161%
CHZ,0.1213040,0.1203800,0.764%
SAND,0.5885000,0.5848000,0.630%
AXS,7.8700000,7.8070000,0.803%
XTZ,1.0062000,1.0044000,0.179%
EGLD,38.7800000,38.7030000,0.198%
WOO,0.2589300,0.2574000,0.592%
