Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4896200,0.077%
LRC,0.3409000,0.3386100,0.674%
ZEC,36.7600000,36.6200000,0.381%
BSV,33.9100000,33.8260000,0.248%
INJ,6.5860000,6.5444000,0.633%
CRV,0.9269000,0.9245000,0.259%
CHZ,0.1213040,0.1202100,0.905%
SAND,0.5885000,0.5841000,0.750%
AXS,7.8700000,7.7970000,0.931%
XTZ,1.0051000,1.0044000,0.069%
EGLD,38.7700000,38.7020000,0.175%
WOO,0.2597800,0.2576200,0.834%
