Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4888100,0.222%
LRC,0.3406000,0.3385900,0.591%
ZEC,36.7500000,36.6100000,0.381%
BSV,33.9200000,33.8070000,0.333%
INJ,6.5920000,6.5464000,0.694%
CRV,0.9268000,0.9246000,0.237%
CHZ,0.1213040,0.1202600,0.864%
SAND,0.5876000,0.5836000,0.683%
AXS,7.8400000,7.7990000,0.524%
XTZ,1.0059000,1.0027000,0.318%
EGLD,38.8100000,38.7090000,0.260%
WOO,0.2605900,0.2580000,0.998%
