Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4899000,0.4889400,0.196%
LRC,0.3413000,0.3386700,0.773%
ZEC,36.7600000,36.6300000,0.354%
BSV,39.1600000,33.8520000,14.54%
INJ,6.5800000,6.5377000,0.644%
CRV,0.9279000,0.9256000,0.248%
CHZ,0.1213040,0.1202700,0.856%
SAND,0.5886000,0.5844000,0.716%
AXS,7.8700000,7.8030000,0.854%
XTZ,1.0062000,1.0040000,0.218%
EGLD,38.8200000,38.7440000,0.195%
WOO,0.2597800,0.2577100,0.800%
