Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4882400,0.237%
LRC,0.3402000,0.3377100,0.734%
ZEC,36.7900000,36.6100000,0.490%
BSV,33.9100000,33.8210000,0.262%
INJ,6.5740000,6.5327000,0.630%
CRV,0.9273000,0.9253000,0.215%
CHZ,0.1213040,0.1201000,0.997%
SAND,0.5880000,0.5833000,0.802%
AXS,7.8700000,7.7920000,0.996%
XTZ,1.0066000,1.0027000,0.388%
EGLD,38.7500000,38.6600000,0.232%
WOO,0.2597900,0.2574200,0.916%
