Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883500,0.112%
LRC,0.3407000,0.3385700,0.627%
ZEC,36.7700000,36.6200000,0.408%
BSV,33.9400000,33.8460000,0.277%
INJ,6.6070000,6.5627000,0.672%
CRV,0.9268000,0.9246000,0.237%
CHZ,0.1213040,0.1201300,0.972%
SAND,0.5876000,0.5838000,0.648%
AXS,7.8400000,7.7930000,0.601%
XTZ,1.0043000,1.0012000,0.309%
EGLD,38.7900000,38.7360000,0.139%
WOO,0.2598300,0.2579400,0.730%
