Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4889000,0.4883300,0.116%
LRC,0.3403000,0.3381400,0.636%
ZEC,36.7400000,36.5900000,0.409%
BSV,39.1300000,33.7960000,14.62%
INJ,6.5670000,6.5231000,0.670%
CRV,0.9278000,0.9260000,0.194%
CHZ,0.1211030,0.1200700,0.856%
SAND,0.5874000,0.5836000,0.649%
AXS,7.8800000,7.7920000,1.123%
XTZ,1.0042000,1.0027000,0.149%
EGLD,38.7200000,38.6710000,0.126%
WOO,0.2589300,0.2570600,0.724%
