Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4893300,0.096%
LRC,0.3419000,0.3397700,0.624%
ZEC,36.8500000,36.7300000,0.326%
BSV,39.1400000,33.9080000,14.32%
INJ,6.6280000,6.5847000,0.655%
CRV,0.9288000,0.9275000,0.140%
CHZ,0.1217050,0.1205200,0.978%
SAND,0.5882000,0.5847000,0.596%
AXS,7.8400000,7.8190000,0.268%
XTZ,1.0082000,1.0056000,0.258%
EGLD,38.9000000,38.8000000,0.257%
WOO,0.2643100,0.2619600,0.893%
