Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4898000,0.4897900,0.002%
LRC,0.3422000,0.3399200,0.668%
ZEC,36.9400000,36.7500000,0.515%
BSV,39.1400000,33.9250000,14.27%
INJ,6.6340000,6.5816000,0.793%
CRV,0.9298000,0.9282000,0.172%
CHZ,0.1215040,0.1206400,0.713%
SAND,0.5884000,0.5850000,0.579%
AXS,7.8400000,7.8210000,0.242%
XTZ,1.0090000,1.0056000,0.337%
EGLD,38.9100000,38.8250000,0.218%
WOO,0.2651100,0.2634400,0.631%
