Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4886500,0.153%
LRC,0.3406000,0.3385900,0.591%
ZEC,36.7500000,36.6000000,0.408%
BSV,39.1300000,33.8050000,14.60%
INJ,6.5880000,6.5408000,0.719%
CRV,0.9265000,0.9245000,0.216%
CHZ,0.1213040,0.1202500,0.872%
SAND,0.5875000,0.5835000,0.683%
AXS,7.8400000,7.7990000,0.524%
XTZ,1.0051000,1.0019000,0.318%
EGLD,38.7900000,38.7330000,0.147%
WOO,0.2605900,0.2577400,1.099%
