Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4891000,0.4882800,0.167%
LRC,0.3398000,0.3374700,0.688%
ZEC,36.7700000,36.5700000,0.545%
BSV,39.1700000,33.8090000,14.69%
INJ,6.5600000,6.5242000,0.547%
CRV,0.9268000,0.9250000,0.194%
CHZ,0.1213040,0.1200800,1.014%
SAND,0.5873000,0.5832000,0.700%
AXS,7.8700000,7.7870000,1.060%
XTZ,1.0060000,1.0026000,0.338%
EGLD,38.7600000,38.6580000,0.263%
WOO,0.2589300,0.2565400,0.927%
