Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4894000,0.4886800,0.147%
LRC,0.3406000,0.3385900,0.591%
ZEC,36.7400000,36.6100000,0.354%
BSV,39.1300000,33.8050000,14.60%
INJ,6.5990000,6.5428000,0.855%
CRV,0.9267000,0.9248000,0.205%
CHZ,0.1213040,0.1202500,0.872%
SAND,0.5876000,0.5836000,0.683%
AXS,7.8400000,7.7990000,0.524%
XTZ,1.0051000,1.0017000,0.338%
EGLD,38.7900000,38.7080000,0.211%
WOO,0.2605900,0.2578700,1.049%
