Currency,AscendEX bottom Value (USDT$),GateIO top value (USDT$),Difference
1INCH,0.4900000,0.4890900,0.185%
LRC,0.3410000,0.3384100,0.762%
ZEC,36.7500000,36.6100000,0.381%
BSV,33.9200000,33.8240000,0.283%
INJ,6.5940000,6.5435000,0.768%
CRV,0.9259000,0.9243000,0.172%
CHZ,0.1213040,0.1201500,0.955%
SAND,0.5873000,0.5833000,0.683%
AXS,7.8700000,7.7940000,0.970%
XTZ,1.0051000,1.0041000,0.099%
EGLD,38.8000000,38.6980000,0.263%
WOO,0.2597800,0.2573500,0.939%
